keyword,weight,expansion,expansion_importance,title,url,tavily_score,content,pickup_count
bitcoin,0.4,cryptocurrency exchanges,0.7,Nvidia supplier SK Hynix eyes U.S. listing as it expands on the AI boom - cnbc.com,https://www.cnbc.com/2025/12/11/nvidia-supplier-sk-hynix-eyes-us-listing-as-it-expands-on-the-ai-boom-adr.html,0.13286321,# Nvidia supplier SK Hynix eyes U.S. listing as it expands on the AI boom,0
bitcoin,0.4,cryptocurrency exchanges,0.7,Bessent to propose major overhaul of regulatory body created from financial crisis - cnbc.com,https://www.cnbc.com/2025/12/11/bessent-to-propose-major-overhaul-of-regulatory-body-created-from-financial-crisis.html,0.12985472,"PRO [...] As Treasury secretary, Bessent chairs the commission. The proposal coincides with an FSOC meeting slated for Thursday at which he delivers a letter updating where it stands on its work.

The plan also lines up with the Trump administration's focus on deregulation, but represents a switch from the commission's longstanding tilt towards stronger regulation.",0
bitcoin,0.4,cryptocurrency exchanges,0.7,The Rising Influence Of European Tech Champions: The Companies Driving The Midas List Europe 2025 - Forbes,https://www.forbes.com/sites/truebridge/2025/12/11/the-rising-influence-of-european-tech-champions-the-companies-driving-the-midas-list-europe-2025/,0.104871064,"### Powerball Jackpot Rises To $1 Billion—Here’s What The Winner Could Take Home

The fintech giant continues to lead the market with a steady stream of AI-driven products, including the launch of its Open Issuance stablecoin platform and Agentic Commerce Protocol (ACP) this year. ACP now powers Instant Checkout in ChatGPT which enables users in certain geographies to purchase goods from businesses directly in the chat. [...] 1. Stripe

With a publicly reported 409A valuation of $106.7 billion as of September 2025, Stripe has reaffirmed its status as one of the world’s most valuable privately owned companies. This latest valuation exceeds an employee tender offer in February 2025 which valued the Irish-founded company with dual headquarters in Dublin and San Francisco at $91.5 billion.

### Today’s NYT Strands Hints, Spangram, Answers: Thursday, December 11 (Let Me Elaborate)"") [...] 2. Revolut",0
bitcoin,0.4,Futures Trading,0.6,Trade Alert: Joe Terranova sells Uber - CNBC,https://www.cnbc.com/video/2025/12/10/trade-alert-joe-terranova-sells-uber.html,0.16652656,"PRO [...] PNC’s Yung-Yu Ma: Market will key off what the Fed emphasizes in its messaging

Magnum CEO on Unilever spinoff: ‘We needed real focus on ice cream’

Apple CEO Tim Cook meets lawmakers to discuss online safety bill for kids",0
bitcoin,0.4,Futures Trading,0.6,Myriad ups stake in Copper Mountain uranium project in Wyoming to 75% - Mining.com,https://www.mining.com/myriad-ups-stake-in-copper-mountain-uranium-project-in-wyoming-to-75/,0.16265947,"Go to MDC Markets [...] Wyoming has once more become a centre of activity for United States uranium, with operating in-situ recovery mines, licensed capacity and a regulator base accustomed to the commodity, Lamb told MINING.com’s sister publication The Northern Miner in an interview.

No comments found.

# Myriad ups stake in Copper Mountain uranium project in Wyoming to 75%

Staff Writer | December 10, 2025 | 4:35 pm  Energy News USA Uranium",0
bitcoin,0.4,Futures Trading,0.6,"JGBs Rise, Tracking Gains in U.S. Treasurys - The Wall Street Journal",https://www.wsj.com/finance/investing/jgbs-rise-tracking-gains-in-u-s-treasurys-d790b611?gaa_at=eafs&gaa_n=AWEtsqfF6dJQd3DUdi-RR6780qQqkl47iBs0MmQLR1acXkXN9VOvurjACaDe&gaa_ts=693a1266&gaa_sig=h7n0u2Ydd7S7rbfRFgIbHx2hRAa14kGjAcozK5XhmiLw7zUdByXBA6kMn3jOzoS7MFt32Qjw2M3Ex6g6VI2EKg%3D%3D,0.15475914,"The blue-chip index fell 0.4%, dragged down by JPMorgan Chase shares, ahead of the Fed’s rate decision. The S&P 500 slipped 0.1%, while the Nasdaq added 0.1%.

### Global Stocks Trade in Narrow Range Ahead of Key Fed Meeting

### Treasury Yields, Dollar Fall After Fed Cut, Powell Remarks

The dollar fell on Fed Chair Powell’s remarks after an expected interest rate cut was coupled with signs of a likely hold in January.

### JPMorgan’s Stock Slide Weighs on Dow Industrials [...] What to Read Next

Use Alt + Down Arrow to expand.",0
bitcoin,0.4,Futures Trading,0.6,Josh Brown says this Baby Berkshire Hathaway stock is a buy right now - CNBC,https://www.cnbc.com/2025/12/11/josh-brown-says-this-baby-berkshire-hathaway-stock-is-a-buy-right-now.html,0.15179348,"Tech [...] ASSET. THE CONTENT IS GENERAL IN NATURE AND DOES NOT REFLECT ANY INDIVIDUAL'S UNIQUE PERSONAL CIRCUMSTANCES. THE ABOVE CONTENT MIGHT NOT BE SUITABLE FOR YOUR PARTICULAR CIRCUMSTANCES. BEFORE MAKING ANY FINANCIAL DECISIONS, YOU SHOULD STRONGLY CONSIDER SEEKING ADVICE FROM YOUR OWN FINANCIAL OR INVESTMENT ADVISOR. INVESTING INVOLVES RISK. EXAMPLES OF ANALYSIS CONTAINED IN THIS ARTICLE ARE ONLY EXAMPLES. THE VIEWS AND OPINIONS EXPRESSED ARE THOSE OF THE CONTRIBUTORS AND DO NOT NECESSARILY REFLECT [...] Cybersecurity",0
bitcoin,0.4,Bitcoin ETF,0.5,What DoubleLine’s Jeffrey Gundlach is betting on after the Fed decision - CNBC,https://www.cnbc.com/2025/12/10/what-doublelines-jeffrey-gundlach-is-betting-on-after-the-fed-decision.html,0.13703538,"PRO [...] sense in here."" His comments came after the Federal Reserve on Wednesday lowered its key overnight borrowing rate by a quarter percentage point, putting it in a range between 3.5%-3.75%. It marked the central bank's third rate cut this year. For gold specifically, Gundlach said it still deserves a place in portfolios. Gundlach, whose firm managed about $95 billion at the end of 2024, had recommended a 25% gold position in mid-September and then dialed back his allocation in late October.",0
bitcoin,0.4,bitcoin,1,"Should You Buy Bitcoin While It's Under $100,000? - The Motley Fool",https://www.fool.com/investing/2025/12/05/should-you-buy-bitcoin-while-its-under-100000/,0.8679338,"# Should You Buy Bitcoin While It's Under $100,000? * If history is any guide, Bitcoin will likely hit another all-time high during the next bull market cycle. ### Bitcoin. ## Bitcoin vs. After all, it's not as if Bitcoin is the only cryptocurrency that has fallen off a cliff during the past two months. Bitcoin, given its size and heft, is still the benchmark cryptocurrency that takes the crypto market either higher or lower. This timing might seem highly arbitrary, except for one key fact: Bitcoin has a halving event every four years. Bitcoin will likely regain its all-time high of $126,000 during the next bull market cycle before continuing its ascent ever higher. The stock is down 35% for the year, and there have been rumblings that Strategy (formerly known as MicroStrategy) may need to sell some of its Bitcoin holdings to pay down debt it took on to buy the crypto. 2 Top Cryptocurrencies to Buy With $200 Right Now. Prediction: Bitcoin Will Hit $130,000 in 2026.",2
bitcoin,0.4,bitcoin,1,Bitdeer reduces Bitcoin holdings by 148.5 - bloomingbit,https://bloomingbit.io/en/feed/news/101978,0.8624676,"# Bitdeer reduces Bitcoin holdings by 148.5. * Bitcoin (BTC) mining company **Bitdeer** said it reduced its **Bitcoin holdings** over the past week. * Bitdeer mined 131.5 **bitcoins**, and sold 130 of them as reported. * According to this weekly report, Bitdeer's **Bitcoin holdings** decreased to 1992.6. * The article was summarized using an artificial intelligence-based language model. Bitcoin (BTC) miner Bitdeer said it reduced its Bitcoin holdings. On the 6th (Korean time), Bitdeer reported its weekly Bitcoin holdings via X(formerly Twitter). Bitdeer mined 131.5 bitcoins and sold 130 of them. The net decrease in Bitcoin was 148.5. As a result, Bitdeer's Bitcoin holdings fell to 1992.6. ## Uk Jin. Feel free to share your thoughts and questions about the news! What did you think of the article you just read? ### PiCK News. #### Galaxy Digital ""Bitcoin treasury hits its limits… some may disappear"". #### U.S. Bitcoin spot ETFs turn to net inflows... 9 hours ago](/en/feed/news/101967). ### Trending News.",0
bitcoin,0.4,bitcoin,1,Cathedra Bitcoin (OTC:CBTTF) Shares Down 2.2% – Here’s What Happened - Defense World,https://www.defenseworld.net/2025/12/06/cathedra-bitcoin-otccbttf-shares-down-2-2-heres-what-happened.html,0.8267118,# Cathedra Bitcoin (OTC:CBTTF) Shares Down 2.2% – Here’s What Happened. (OTC:CBTTF – Get Free Report)’s stock price was down 2.2% on Friday . ## Cathedra Bitcoin Trading Down 2.2%. ## About Cathedra Bitcoin. Cathedra Bitcoin Inc operates as a bitcoin mining company in the United States. The company was formerly known as Fortress Technologies Inc and changed its name to Cathedra Bitcoin Inc in December 2021. * Five stocks we like better than Cathedra Bitcoin. **Receive News & Ratings for Cathedra Bitcoin Daily** - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Cathedra Bitcoin and related companies with MarketBeat.com's FREE daily email newsletter. Promising Technology Stocks To Watch Now – December 4th. Best Toy Stocks To Keep An Eye On – December 4th. Telecom Stocks To Keep An Eye On – December 4th. Top Solar Stocks To Follow Now – December 4th. Best Space Stocks To Add to Your Watchlist – December 4th.,0
bitcoin,0.4,MiCA Regulation,0.9,"Lava Network goes global following MiCA approval, bringing LAVA to exchanges worldwide - Ynetnews",https://www.ynetnews.com/business/article/hjms4kwmwl,0.9532751,"## With MiCA approval in place, Lava Network expands global distribution of its LAVA token, extending reach to its enterprise-grade RPC access layer and supporting organizational adoption of blockchain and agentic AI. Lava Network, the enterprise-grade RPC (Remote Procedure Call) routing layer, announces its MiCA approval following the completion and publication of its MiCA Title II crypto-asset whitepaper. With a fixed one billion supply, monthly burns, and no public unlocks until 2026, LAVA is increasingly tied to real-world usage as more chains, enterprises, and AI-agent systems continue to integrate Lava Network’s decentralized routing layer. “As Lava Network’s ecosystem continues to mature, completing MiCA compliance and expanding across global exchanges marks a defining moment for our protocol,” says Yair Cleper, co-founder of Magma Devs and contributor to Lava Network. The global availability of LAVA, combined with the recent MiCA approval, strengthens our network at a time when real-world usage is accelerating.”.",0
bitcoin,0.4,cryptocurrency exchanges,0.7,"CryptoFeeDiscount Launches Free Crypto Trading Fee Calculator for Binance, OKX, Bitget, and 25+ Global Exchanges - markets.businessinsider.com",https://markets.businessinsider.com/news/stocks/cryptofeediscount-launches-free-crypto-trading-fee-calculator-for-binance-okx-bitget-and-25-global-exchanges-1035628689,0.9985562,"# CryptoFeeDiscount Launches Free Crypto Trading Fee Calculator for Binance, OKX, Bitget, and 25+ Global Exchanges. *CryptoFeeDiscount Launches Free Crypto Trading Fee Calculator for Binance, OKX, Bitget, and 25+ Global Exchanges*. New York, NY, December 9, 2025 -- CryptoFeeDiscount, a premier cryptocurrency data aggregation platform, today announced the official launch of its advanced Crypto Trading Fee Savings Calculator. Designed for quant institutions and high-volume traders, this new data-driven engine reveals hidden transaction costs and identifies optimized execution strategies to reduce trading fees. ""Our data shows that by simply switching execution venues or applying a verified discount code on platforms like Bitget, a scalper can increase their net profitability. The platform has already verified and indexed active promo codes for major platforms, ensuring users have access to the lowest possible rates currently available on the market, with savings on select crypto exchanges. CryptoFeeDiscount is a leading financial technology website dedicated to transparency in cryptocurrency trading costs.",0
bitcoin,0.4,cryptocurrency exchanges,0.7,CFTC announces listed spot crypto trading on U.S. regulated exchanges: CNBC Crypto World - CNBC,https://www.cnbc.com/video/2025/12/04/cftc-announces-listed-spot-crypto-trading-on-us-regulated-exchanges-cnbc-crypto-world.html,0.9764905,"Watch Daily: Monday - Friday, 3 PM ET. # CFTC announces listed spot crypto trading on U.S. regulated exchanges: CNBC Crypto World. On today's episode of CNBC Crypto World, bitcoin hovers around $92,000. Also, CFTC Acting Chair Caroline Pham announces listed spot crypto products will begin trading on regulated exchanges in the U.S. And, JP Richardson, CEO at Exodus, discusses crypto prices, regulatory advancements for digital assets and the company's acquisition of W3C, the parent of card and payments infrastructure providers Baanx and Monavate.",0
bitcoin,0.4,cryptocurrency exchanges,0.7,Retail Bitcoin Activity Hits Historic Lows as Binance Bets Its Future on Abu Dhabi - ts2.tech,https://ts2.tech/en/retail-bitcoin-activity-hits-historic-lows-as-binance-bets-its-future-on-abu-dhabi/,0.9730365,"Fresh data on 9 December 2025 show Bitcoin addresses holding at least 0.1 BTC have flat‑lined for two years, CryptoQuant’s retail flow metrics are printing “historic lows,” and yet Binance has just secured one of the most powerful regulatory platforms in its history in Abu Dhabi. * **Binance has secured a “global” license under Abu Dhabi Global Market (ADGM)**, becoming the first crypto exchange authorized as a Recognized Investment Exchange, Recognized Clearing House and Broker‑Dealer for its worldwide platform, with operations due to shift to Abu Dhabi in early 2026. Over the past week, Binance has **secured a full suite of licenses from Abu Dhabi Global Market’s Financial Services Regulatory Authority (FSRA)**, making it the first crypto exchange to be authorized as:. In a world where small investors increasingly access Bitcoin via **IBIT, FBTC and other ETFs**, Binance is positioning itself as the **institutional trading engine behind the scenes** – the place where liquidity providers, market‑makers, hedge funds and cross‑border brokers plug into an ADGM‑supervised infrastructure.",0
bitcoin,0.4,cryptocurrency exchanges,0.7,How to buy Bitcoin Hyper before it launches - New York Post,https://nypost.com/business/how-to-buy-bitcoin-hyper-presale/,0.8365546,"Below, we break down what Bitcoin Hyper is, how the presale works and how to use a secure wallet like Best Wallet to navigate the process. **Download a trusted crypto wallet** — Since Bitcoin Hyper isn’t listed on major exchanges yet, you’ll need a Web3-compatible wallet. **Join the Bitcoin Hyper presale** — Visit the official presale site (bitcoinhyper.com) and connect your Best Wallet. Best Wallet’s Bitcoin and crypto wallets are powered by Fireblocks, a leading digital asset security standard. Since Bitcoin Hyper is still in its presale stage, you won’t find it on mainstream platforms like Coinbase, Robinhood or Kraken. After launch, presale buyers are likely hoping Bitcoin Hyper secures listings on major centralized or decentralized exchanges, which would make it easier to trade. Crypto.com lets you buy, sell and trade over 400 cryptocurrencies, including Bitcoin and Ethereum, with zero-fee USD deposits, wire, and Apple/Google Pay. With a user base exceeding 140 million, the platform gives advanced trading options, a self-custodial wallet through Crypto.com Onchain, and industry-leading security certifications.",0
bitcoin,0.4,cryptocurrency exchanges,0.7,Best Cryptocurrency Stocks Worth Watching – December 5th - Defense World,https://www.defenseworld.net/2025/12/07/best-cryptocurrency-stocks-worth-watching-december-5th.html,0.81873685,"# Best Cryptocurrency Stocks Worth Watching – December 5th. Bitfarms, Galaxy Digital, and HIVE Digital Technologies are the three Cryptocurrency stocks to watch today, according to MarketBeat’s stock screener tool. Cryptocurrency stocks are shares of publicly traded companies whose business models or balance sheets are directly tied to digital assets — for example, crypto exchanges, miners, firms that build blockchain infrastructure, or companies that hold substantial cryptocurrency on their books. Galaxy Digital Holdings Ltd. is a financial services and an investment management company, which engages in the digital asset, cryptocurrency, and block chain technology sectors. HIVE Digital Technologies Ltd. operates as a cryptocurrency mining company in Canada, Sweden, and Iceland. The company was formerly known as HIVE Blockchain Technologies Ltd. Read Our Latest Research Report on HIVE. Best Video Game Stocks To Watch Today – December 5th. Telecom Stocks To Watch Today – December 5th. Best Bitcoin Stocks To Consider – December 5th. Best Cannabis Stocks Worth Watching – December 5th.",0
bitcoin,0.4,Bitcoin ETF,0.5,ETFs in the Crossfire Amid Bitcoin’s Growing Self-Custody Debate - Yahoo Finance,https://finance.yahoo.com/news/etfs-crossfire-amid-bitcoin-growing-215004125.html,0.9981324,"# ETFs in the Crossfire Amid Bitcoin’s Growing Self-Custody Debate. **A fierce debate is unfolding at the heart of Bitcoin’s intellectual core as industry veterans clash over the future of custody, sovereignty, and the role of ETFs in driving mainstream adoption.**. ## ETFs Enter the Crossfire in Bitcoin’s Growing Self-Custody Debate. Krueger urges followers to adopt institutional rails, such as banks and ETFs, while fiercely protecting the right to self-custody. And defend the right to self-custody.”. Bloomberg’s Eric Balchunas questioned why “snobby OGs” accept exchanges holding Bitcoin but oppose ETFs. Balchunas argues that both rely on outsourced custody and that ETFs are “waaay cheaper and safer.”. Analyst Sam Wouters countered sharply, noting that users can withdraw to self-custody from an exchange at any time, unlike with an ETF. However, Balchunas maintained that ETFs accelerate adoption, spread ownership across millions, and help Bitcoin mature into a less volatile asset. Read original story ETFs in the Crossfire Amid Bitcoin’s Growing Self-Custody Debate by Lockridge Okoth at beincrypto.com.",0
bitcoin,0.4,Bitcoin ETF,0.5,Is an ETF Safer than an Exchange for Bitcoin? - BeInCrypto,https://beincrypto.com/etfs-crossfire-bitcoin-self-custody-debate/,0.997981,"# ETFs in the Crossfire Amid Bitcoin’s Growing Self-Custody Debate. * ETF adoption expands access, but OGs argue self-custody protects sovereignty and exit rights. * Debate centers on theft resistance, custodial trust, and institutions’ potential influence on Bitcoin. * Dual-strategy camp urges embracing ETFs while defending the right to self-custody. **A fierce debate is unfolding at the heart of Bitcoin’s intellectual core as industry veterans clash over the future of custody, sovereignty, and the role of ETFs in driving mainstream adoption.**. ## ETFs Enter the Crossfire in Bitcoin’s Growing Self-Custody Debate. Krueger urges followers to adopt institutional rails, such as banks and ETFs, while fiercely protecting the right to self-custody. Bloomberg’s Eric Balchunas questioned why “snobby OGs” accept exchanges holding Bitcoin but oppose ETFs. Balchunas argues that both rely on outsourced custody and that ETFs are “waaay cheaper and safer.”. Analyst Sam Wouters countered sharply, noting that users can withdraw to self-custody from an exchange at any time, unlike with an ETF.",0
bitcoin,0.4,Bitcoin ETF,0.5,There's no Dow or S&P 500 for cryptocurrencies yet. Bitwise is getting a step closer with new ETF - CNBC,https://www.cnbc.com/2025/12/09/theres-no-dow-or-sp-500-for-cryptocurrencies-yet-bitwise-is-getting-a-step-closer-with-new-etf.html,0.99371004,"* The Bitwise 10 Crypto Index ETF (BITW) holds the following 10 digital assets: Bitcoin, ether, XRP, Solana, Chainlink, Litecoin, Cardano, Avalanche, Sui and Polkadot. * This makes BITW the first ETF by a major crypto asset manager to include Cardano, Avalanche, Sui and Polkadot, Bitwise CEO and co-founder Hunter Horsley told CNBC. A new exchange-traded fund from Bitwise that began trading Tuesday will give retail investors and financial advisors access to a broad range of cryptocurrencies in one shot, as opposed to the ETFs so far that have mostly just tracked just one or two cryptocurrencies. The Bitwise 10 Crypto Index ETF (BITW) holds the following 10 digital assets: Bitcoin, ether, XRP, Solana, Chainlink, Litecoin, Cardano, Avalanche, Sui and Polkadot. The conversion makes BITW the first ETF by a major crypto asset manager to include Avalanche, Sui and Polkadot, Bitwise CEO and co-founder Hunter Horsley told CNBC.",0
bitcoin,0.4,Bitcoin ETF,0.5,"Crypto SWOT: XRP ETFs continue to post record inflows, signaling rising institutional adoption - KITCO",https://www.kitco.com/opinion/2025-12-08/crypto-swot-xrp-etfs-continue-post-record-inflows-signaling-rising-institutional,0.9926542,"This momentum places XRP ETFs among the fastest-growing digital-asset vehicles and aligns with strong demand for other crypto ETFs, including spot Bitcoin and Ether funds, which have attracted $58 billion and $13 billion, respectively. Moving spot Bitcoin and other digital assets onto CFTC-registered venues—long considered the gold standard for market integrity—boosts institutional confidence, enhances transparency, reduces counterparty risk, and shifts activity from offshore platforms to U.S. oversight. Despite recent volatility, the rise of publicly traded BTC-treasury firms signals sustained demand and expanding institutional market infrastructure. This interoperability milestone allows developers to support Solana assets natively while advancing institutional-grade security, accelerating the creation of integrated, always-on digital markets across the crypto ecosystem. **Frank Holmes** is CEO and chief investment officer of U.S. Global Investors, Inc., a boutique investment advisory firm based in San Antonio that manages domestic and offshore funds specializing in the natural resources and emerging markets sectors.",0
bitcoin,0.4,Bitcoin ETF,0.5,BlackRock files application with SEC for staked ether ETF: CNBC Crypto World - CNBC,https://www.cnbc.com/video/2025/12/08/blackrock-files-application-with-sec-for-staked-ether-etf-cnbc-crypto-world.html,0.98421544,"Watch Daily: Monday - Friday, 3 PM ET. # BlackRock files application with SEC for staked ether ETF: CNBC Crypto World. On today's episode of CNBC Crypto World, bitcoin continues to trade below $90,000. Plus, Ondo Finance says the SEC formally closed a confidential Biden-era investigation into the company without issuing any charges. And Scott Melker, host of 'The Wolf Of All Streets' podcast, breaks down the factors contributing to bitcoin's price movement.",0
